,developerResponse,date,review,score,userName
198,"{'reviewId': 'f46a7657-a4d5-44ad-9fd9-e98c3c73f7fd', 'userName': 'Ronald Kelly', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKwvSw_bZve0w9k2wuoGPB_LAKzqUKuhGXKkSyMzCszW8eeyQ=mo', 'content': 'Your kid can learn the ABC in an easy way with the Montessori preschool app. The client experience it offers is a top one. I like this application.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 4, 3, 9, 26), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-04 03:09:26,Your kid can learn the ABC in an easy way with the Montessori preschool app. The client experience it offers is a top one. I like this application.,5,Ronald Kelly
199,"{'reviewId': 'ceba5602-28a9-40bd-9801-84f8d33cd94c', 'userName': 'Selena Goyette', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLY_vP8Liviu402j5ol-bKS1nhaoTogYw6In9ALoDMaKosHsw=mo', 'content': ""My grandson loves them and he's only 2. He already recognizes the different colors, shapes and sizes. He's also pretty much learned how to count to 3‼️"", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 1, 52), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:01:52,"My grandson loves them and he's only 2. He already recognizes the different colors, shapes and sizes. He's also pretty much learned how to count to 3‼️",5,Selena Goyette
200,"{'reviewId': 'db93116c-64cd-48ea-b549-39c4edd71b8f', 'userName': 'Frances Fisher', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocI0SxjnbyFPBQgBBnoUrBE-hlGjVo1RKctNQwh9nPuWoWqjnw=mo', 'content': 'The play objects are large enough for her fingers to work with. And you give a view of what the other possible Games are if you purchase.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 8, 2), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:08:02,The play objects are large enough for her fingers to work with. And you give a view of what the other possible Games are if you purchase.,5,Frances Fisher
201,"{'reviewId': 'a2394e36-903c-41fb-aa02-e3ae6b03a245', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Our math curriculum covers learning to count, recognize numbers, trace them… from zero to 1 million. Introduction to addition and subtraction using Montessori materials are also available. Early Literacy From sounds to phonics to reading. In a Montessori', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 4, 7, 49, 21), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-04 07:49:21,"Our math curriculum covers learning to count, recognize numbers, trace them… from zero to 1 million. Introduction to addition and subtraction using Montessori materials are also available. Early Literacy From sounds to phonics to reading. In a Montessori",5,A Google user
202,"{'reviewId': 'ba0cc886-bf89-4328-9a55-d7d87d006960', 'userName': 'Arnold Powell', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIB2zzRvFVc1QRUTGLV-yQjbUT6L9IfbjLIsKBce39vYmy4MA=mo', 'content': 'This app is great! It gave my child fun and educational games to play. She absolutely loves it and she has shown improvement in what she knows.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 10, 43), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:10:43,This app is great! It gave my child fun and educational games to play. She absolutely loves it and she has shown improvement in what she knows.,5,Arnold Powell
203,"{'reviewId': '463328a6-175b-4e3e-be39-48aaf1c9890e', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I really love this app, it has the best interface for our kids to help them improve their creativity and everything they need for the preschool.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': '2.3.7', 'at': datetime.datetime(2019, 5, 11, 5, 36, 50), 'replyContent': None, 'repliedAt': None, 'appVersion': '2.3.7'}",2019-05-11 05:36:50,"I really love this app, it has the best interface for our kids to help them improve their creativity and everything they need for the preschool.",5,A Google user
204,"{'reviewId': 'd6be1893-4ed5-4616-aea8-d60fbd2c27ac', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""A friend of mine has her kid enrolled in this school through the app. She speaks on it in the highest regard and is extremely satisfies with her kid's kindergarten experience."", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 3, 23, 1, 52, 40), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-03-23 01:52:40,A friend of mine has her kid enrolled in this school through the app. She speaks on it in the highest regard and is extremely satisfies with her kid's kindergarten experience.,5,A Google user
205,"{'reviewId': '2e49f7a4-c9f8-41fe-a1a9-24c28f1cc69e', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Your kid can learn the ABC in a easy way with the Montessori preschool app. The client experience it offers is a top one. I like this application.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 24, 3, 46, 31), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-24 03:46:31,Your kid can learn the ABC in a easy way with the Montessori preschool app. The client experience it offers is a top one. I like this application.,5,A Google user
206,"{'reviewId': '9b986753-e962-4def-9adc-13f16c6539ea', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'Great application with good highlights. It is an extremely helpful application for preschoolers. An unquestionable requirement for me.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 2, 1, 7, 42, 20), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-02-01 07:42:20,Great application with good highlights. It is an extremely helpful application for preschoolers. An unquestionable requirement for me.,5,A Google user
207,"{'reviewId': 'd342eeb6-795b-4f96-8eb1-0db0a56ac051', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""Doesn't matter they want to learn or play preschool games, the application is able to prove its comphrehensiveness. I would recommend it."", 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 25, 8, 9, 35), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-25 08:09:35,"Doesn't matter they want to learn or play preschool games, the application is able to prove its comphrehensiveness. I would recommend it.",5,A Google user
208,"{'reviewId': 'f1ad6260-eb78-45f3-8238-70e0f86287e3', 'userName': 'Daniel Howard', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLOoVrxR5-NAVDmYNgR6mKDqfuqfBfmmLmGhPb504biEjijpg=mo', 'content': 'My 7-year-old loves this app and I love that she is learning. Getting it on my 4- & 5-year olds phones also since they are always wanting to play it.', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 3, 2, 16, 37), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-03 02:16:37,My 7-year-old loves this app and I love that she is learning. Getting it on my 4- & 5-year olds phones also since they are always wanting to play it.,5,Daniel Howard
209,"{'reviewId': 'e4555e08-1447-404d-bba3-ee15b5112cbf', 'userName': 'Janice Perry', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJVM8zTQGHwYLSnj1L6MJecw8-Dkka3jJA1RGmgQ3UV7octPQ=mo', 'content': 'Of all kids learning apps. I would recommend this. There is a variety of games within this app, each targeting different learning skill', 'score': 5, 'thumbsUpCount': 1, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 5, 9, 20), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 05:09:20,"Of all kids learning apps. I would recommend this. There is a variety of games within this app, each targeting different learning skill",5,Janice Perry
210,"{'reviewId': '3178f429-f157-4422-9f45-36773628a89f', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'I just downloaded this app yesterday for my 4-year-old niece, she is loving it and I am loving seeing her engage in learning this app is awesome! Love how it combines individual interests and aptitude', 'score': 5, 'thumbsUpCount': 2, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 8, 13, 22, 42, 56), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-08-13 22:42:56,"I just downloaded this app yesterday for my 4-year-old niece, she is loving it and I am loving seeing her engage in learning this app is awesome! Love how it combines individual interests and aptitude",5,A Google user
211,"{'reviewId': '8ae42f02-1d02-42ad-a7d4-397f99b97295', 'userName': '김명민', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLUrf1gGuQw_QrzArJd4xjzuQ_dhJZQkN6AaFVFCmPC8N9-3Q=mo', 'content': 'Preschool maths with fun!! All preschool maths concepts are included in the game.good combination of maths with animated features.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 6, 15, 56), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 06:15:56,Preschool maths with fun!! All preschool maths concepts are included in the game.good combination of maths with animated features.,5,김명민
212,"{'reviewId': '4eeb56b5-6052-488a-8f02-d4adeb45016b', 'userName': 'Anita Heer', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVkDY_PsUgiv40SZhU7msQozbIu9qJZkdlqE7amEkh2HyNYrCF6', 'content': 'My 5 year old daughter enjoys it and now my 1 year old is having a go with some of the music and mark making games. Can be a bit glitchy at times though.', 'score': 4, 'thumbsUpCount': 17, 'reviewCreatedVersion': '3.8', 'at': datetime.datetime(2021, 4, 28, 18, 32, 34), 'replyContent': 'Hello, please contact us on support@edokiacademy.com so we can help you improve the app performance.', 'repliedAt': datetime.datetime(2021, 4, 29, 18, 19, 22), 'appVersion': '3.8'}",2021-04-28 18:32:34,My 5 year old daughter enjoys it and now my 1 year old is having a go with some of the music and mark making games. Can be a bit glitchy at times though.,4,Anita Heer
213,"{'reviewId': 'b02448fb-4cd1-4875-bbbf-0697e344e031', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': ""It's a perfect app for 1-5 year old kids to learn numbers, alphabets, rhymes , colors shapes and everything."", 'score': 5, 'thumbsUpCount': 13, 'reviewCreatedVersion': '2.8.1', 'at': datetime.datetime(2019, 11, 3, 22, 46, 33), 'replyContent': None, 'repliedAt': None, 'appVersion': '2.8.1'}",2019-11-03 22:46:33,"It's a perfect app for 1-5 year old kids to learn numbers, alphabets, rhymes , colors shapes and everything.",5,A Google user
214,"{'reviewId': '17ffbfe5-b040-4ff4-91a6-a74c84ea6229', 'userName': 'Francisca A. Aponte', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjWb8k8QV6zt6IphqSbvYkl2XAsNM0R3vvFJ59QJ1EsWXnaDoKjKFQ', 'content': ""I love this app and my son loves it... but it will only allow me to download to my mobile phone. Bought a Microsoft Surface 3 for my son to do his school work and it doesn't allow me to download this App... Wish you would fix this soon."", 'score': 3, 'thumbsUpCount': 0, 'reviewCreatedVersion': '3.4', 'at': datetime.datetime(2020, 8, 27, 8, 17, 26), 'replyContent': ""Hello and thank you for your kind words. Unfortunately, our app is not available right now on the laptop. It's designed to be used on phone or tablet."", 'repliedAt': datetime.datetime(2020, 8, 28, 6, 31, 45), 'appVersion': '3.4'}",2020-08-27 08:17:26,I love this app and my son loves it... but it will only allow me to download to my mobile phone. Bought a Microsoft Surface 3 for my son to do his school work and it doesn't allow me to download this App... Wish you would fix this soon.,3,Francisca A. Aponte
215,"{'reviewId': 'dc4e73c3-c9b3-4d4d-9ff7-63c7f4702e97', 'userName': 'Hailey Billy', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKfhGnFZfVAkTUx1gXqxdj3y6Xg3VGksMkXsfcggoVGE16Ccw=mo', 'content': 'Preschool maths with fun!! All preschool maths concepts are included in the game. Good combination of maths with animated features.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 9, 2, 52, 24), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-09 02:52:24,Preschool maths with fun!! All preschool maths concepts are included in the game. Good combination of maths with animated features.,5,Hailey Billy
216,"{'reviewId': '34a858b7-0aa0-4afc-9863-aebbba932d6c', 'userName': 'pigma', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIkFyrRyUvUeS8CYY6N9x9bYQlG6PPjpJ8kfy_sWNoD61498Q=mo', 'content': 'The app beautifully covers up some of the basic mathematics level for the kids. Great combo of learning with numbers....', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 5, 1, 6, 24, 46), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-05-01 06:24:46,The app beautifully covers up some of the basic mathematics level for the kids. Great combo of learning with numbers....,5,pigma
217,"{'reviewId': 'f5996db1-7001-4eef-860a-e52bafd38c7b', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'If you are looking for the best virtual Preschool, then Montessori is for you. A very good learning app for kids.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2019, 12, 6, 7, 29, 17), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2019-12-06 07:29:17,"If you are looking for the best virtual Preschool, then Montessori is for you. A very good learning app for kids.",5,A Google user
218,"{'reviewId': '07907642-57bc-4fce-a385-53e325f95fe9', 'userName': 'Kevin Price', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIPqwRmrJJ6jKcewq0qIrb7PO7Tswqdhs9PDBfCPqjW3cVeyg=mo', 'content': 'If used in the proper manner, this learning app for kids can do wonders. As a preschool teacher I like it very much.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 6, 4, 3, 12, 13), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-06-04 03:12:13,"If used in the proper manner, this learning app for kids can do wonders. As a preschool teacher I like it very much.",5,Kevin Price
219,"{'reviewId': '177a73af-2d29-4de6-b899-79638ad8af15', 'userName': 'A Google user', 'userImage': 'https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g', 'content': 'It unquestionably merits 5/5 stars. Very much structured, looks like a preschool in the most ideal way.', 'score': 5, 'thumbsUpCount': 0, 'reviewCreatedVersion': None, 'at': datetime.datetime(2020, 4, 2, 14, 30, 2), 'replyContent': None, 'repliedAt': None, 'appVersion': None}",2020-04-02 14:30:02,"It unquestionably merits 5/5 stars. Very much structured, looks like a preschool in the most ideal way.",5,A Google user
